lens_id,domain,cpc_rule_hit,keyword_rule_hit,rule_union_hit,adjudicated_hit,action,screening_category,analysis_set_443
172-275-795-866-748,1-1,0,0,0,0,none,included_classified,true
172-275-795-866-748,1-2,0,0,0,0,none,included_classified,true
172-275-795-866-748,1-3,0,0,0,0,none,included_classified,true
172-275-795-866-748,2-1,0,0,0,0,none,included_classified,true
172-275-795-866-748,2-2,0,0,0,0,none,included_classified,true
172-275-795-866-748,2-3,0,0,0,0,none,included_classified,true
172-275-795-866-748,2-4,0,1,1,0,suppress,included_classified,true
172-275-795-866-748,3-1,0,0,0,0,none,included_classified,true
172-275-795-866-748,3-2,0,0,0,0,none,included_classified,true
172-275-795-866-748,3-3,0,0,0,0,none,included_classified,true
172-275-795-866-748,4-1,0,0,0,0,none,included_classified,true
172-275-795-866-748,4-2,0,0,0,0,none,included_classified,true
172-275-795-866-748,4-3,0,1,1,1,keep,included_classified,true
172-275-795-866-748,4-4,0,0,0,0,none,included_classified,true
172-275-795-866-748,4-5,0,0,0,0,none,included_classified,true
102-023-038-110-548,1-1,0,0,0,1,add,included_classified,true
102-023-038-110-548,1-2,0,1,1,1,keep,included_classified,true
102-023-038-110-548,1-3,0,0,0,0,none,included_classified,true
102-023-038-110-548,2-1,0,0,0,0,none,included_classified,true
102-023-038-110-548,2-2,0,0,0,0,none,included_classified,true
102-023-038-110-548,2-3,0,0,0,0,none,included_classified,true
102-023-038-110-548,2-4,0,1,1,0,suppress,included_classified,true
102-023-038-110-548,3-1,0,0,0,0,none,included_classified,true
102-023-038-110-548,3-2,0,0,0,0,none,included_classified,true
102-023-038-110-548,3-3,0,0,0,0,none,included_classified,true
102-023-038-110-548,4-1,0,0,0,0,none,included_classified,true
102-023-038-110-548,4-2,0,0,0,0,none,included_classified,true
102-023-038-110-548,4-3,0,0,0,0,none,included_classified,true
102-023-038-110-548,4-4,0,0,0,0,none,included_classified,true
102-023-038-110-548,4-5,0,0,0,0,none,included_classified,true
001-644-359-654-888,1-1,0,0,0,0,none,included_classified,true
001-644-359-654-888,1-2,0,0,0,0,none,included_classified,true
001-644-359-654-888,1-3,0,0,0,0,none,included_classified,true
001-644-359-654-888,2-1,1,1,1,1,keep,included_classified,true
001-644-359-654-888,2-2,0,0,0,1,add,included_classified,true
001-644-359-654-888,2-3,1,0,1,1,keep,included_classified,true
001-644-359-654-888,2-4,1,0,1,1,keep,included_classified,true
001-644-359-654-888,3-1,0,0,0,1,add,included_classified,true
001-644-359-654-888,3-2,0,0,0,0,none,included_classified,true
001-644-359-654-888,3-3,0,0,0,0,none,included_classified,true
001-644-359-654-888,4-1,0,1,1,1,keep,included_classified,true
001-644-359-654-888,4-2,0,0,0,0,none,included_classified,true
001-644-359-654-888,4-3,0,0,0,0,none,included_classified,true
001-644-359-654-888,4-4,0,0,0,0,none,included_classified,true
001-644-359-654-888,4-5,0,0,0,0,none,included_classified,true
050-086-714-811-491,1-1,0,0,0,0,none,included_classified,true
050-086-714-811-491,1-2,0,0,0,0,none,included_classified,true
050-086-714-811-491,1-3,0,0,0,0,none,included_classified,true
050-086-714-811-491,2-1,0,0,0,0,none,included_classified,true
050-086-714-811-491,2-2,0,0,0,0,none,included_classified,true
050-086-714-811-491,2-3,0,0,0,0,none,included_classified,true
050-086-714-811-491,2-4,0,1,1,0,suppress,included_classified,true
050-086-714-811-491,3-1,0,0,0,0,none,included_classified,true
050-086-714-811-491,3-2,0,0,0,0,none,included_classified,true
050-086-714-811-491,3-3,0,0,0,0,none,included_classified,true
050-086-714-811-491,4-1,0,0,0,0,none,included_classified,true
050-086-714-811-491,4-2,0,0,0,0,none,included_classified,true
050-086-714-811-491,4-3,1,1,1,1,keep,included_classified,true
050-086-714-811-491,4-4,1,1,1,1,keep,included_classified,true
050-086-714-811-491,4-5,0,0,0,0,none,included_classified,true
062-567-139-510-205,1-1,0,0,0,0,none,included_classified,true
062-567-139-510-205,1-2,0,0,0,0,none,included_classified,true
062-567-139-510-205,1-3,0,0,0,0,none,included_classified,true
062-567-139-510-205,2-1,0,0,0,0,none,included_classified,true
062-567-139-510-205,2-2,0,0,0,0,none,included_classified,true
062-567-139-510-205,2-3,0,0,0,0,none,included_classified,true
062-567-139-510-205,2-4,0,1,1,0,suppress,included_classified,true
062-567-139-510-205,3-1,0,1,1,0,suppress,included_classified,true
062-567-139-510-205,3-2,0,0,0,0,none,included_classified,true
062-567-139-510-205,3-3,0,0,0,0,none,included_classified,true
062-567-139-510-205,4-1,0,1,1,1,keep,included_classified,true
062-567-139-510-205,4-2,0,0,0,1,add,included_classified,true
062-567-139-510-205,4-3,0,0,0,0,none,included_classified,true
062-567-139-510-205,4-4,1,1,1,1,keep,included_classified,true
062-567-139-510-205,4-5,0,0,0,0,none,included_classified,true
190-071-867-525-212,1-1,0,0,0,0,none,included_classified,true
190-071-867-525-212,1-2,0,1,1,1,keep,included_classified,true
190-071-867-525-212,1-3,0,0,0,0,none,included_classified,true
190-071-867-525-212,2-1,0,0,0,0,none,included_classified,true
190-071-867-525-212,2-2,0,0,0,0,none,included_classified,true
190-071-867-525-212,2-3,1,0,1,1,keep,included_classified,true
190-071-867-525-212,2-4,0,0,0,0,none,included_classified,true
190-071-867-525-212,3-1,0,0,0,0,none,included_classified,true
190-071-867-525-212,3-2,0,0,0,0,none,included_classified,true
190-071-867-525-212,3-3,0,0,0,1,add,included_classified,true
190-071-867-525-212,4-1,0,1,1,1,keep,included_classified,true
190-071-867-525-212,4-2,0,0,0,0,none,included_classified,true
190-071-867-525-212,4-3,0,0,0,0,none,included_classified,true
190-071-867-525-212,4-4,0,0,0,0,none,included_classified,true
190-071-867-525-212,4-5,0,0,0,1,add,included_classified,true
106-594-158-271-391,1-1,0,0,0,1,add,included_classified,true
106-594-158-271-391,1-2,0,0,0,0,none,included_classified,true
106-594-158-271-391,1-3,0,0,0,0,none,included_classified,true
106-594-158-271-391,2-1,1,1,1,1,keep,included_classified,true
106-594-158-271-391,2-2,0,0,0,0,none,included_classified,true
106-594-158-271-391,2-3,0,0,0,1,add,included_classified,true
106-594-158-271-391,2-4,0,0,0,0,none,included_classified,true
106-594-158-271-391,3-1,0,0,0,0,none,included_classified,true
106-594-158-271-391,3-2,0,0,0,0,none,included_classified,true
106-594-158-271-391,3-3,0,0,0,0,none,included_classified,true
106-594-158-271-391,4-1,0,0,0,0,none,included_classified,true
106-594-158-271-391,4-2,0,0,0,0,none,included_classified,true
106-594-158-271-391,4-3,0,0,0,0,none,included_classified,true
106-594-158-271-391,4-4,0,0,0,0,none,included_classified,true
106-594-158-271-391,4-5,0,0,0,0,none,included_classified,true
123-475-504-559-879,1-1,0,0,0,0,none,included_classified,true
123-475-504-559-879,1-2,0,0,0,0,none,included_classified,true
123-475-504-559-879,1-3,0,0,0,0,none,included_classified,true
123-475-504-559-879,2-1,0,0,0,1,add,included_classified,true
123-475-504-559-879,2-2,0,0,0,0,none,included_classified,true
123-475-504-559-879,2-3,0,0,0,0,none,included_classified,true
123-475-504-559-879,2-4,0,1,1,0,suppress,included_classified,true
123-475-504-559-879,3-1,0,0,0,0,none,included_classified,true
123-475-504-559-879,3-2,0,0,0,0,none,included_classified,true
123-475-504-559-879,3-3,0,0,0,0,none,included_classified,true
123-475-504-559-879,4-1,0,0,0,0,none,included_classified,true
123-475-504-559-879,4-2,0,0,0,0,none,included_classified,true
123-475-504-559-879,4-3,0,0,0,0,none,included_classified,true
123-475-504-559-879,4-4,0,0,0,0,none,included_classified,true
123-475-504-559-879,4-5,0,0,0,0,none,included_classified,true
054-841-991-520-336,1-1,0,0,0,0,none,included_classified,true
054-841-991-520-336,1-2,0,0,0,0,none,included_classified,true
054-841-991-520-336,1-3,0,0,0,0,none,included_classified,true
054-841-991-520-336,2-1,1,1,1,1,keep,included_classified,true
054-841-991-520-336,2-2,0,0,0,0,none,included_classified,true
054-841-991-520-336,2-3,0,0,0,0,none,included_classified,true
054-841-991-520-336,2-4,0,0,0,0,none,included_classified,true
054-841-991-520-336,3-1,0,0,0,0,none,included_classified,true
054-841-991-520-336,3-2,0,0,0,0,none,included_classified,true
054-841-991-520-336,3-3,0,0,0,0,none,included_classified,true
054-841-991-520-336,4-1,0,0,0,0,none,included_classified,true
054-841-991-520-336,4-2,0,0,0,0,none,included_classified,true
054-841-991-520-336,4-3,0,0,0,0,none,included_classified,true
054-841-991-520-336,4-4,0,0,0,0,none,included_classified,true
054-841-991-520-336,4-5,0,0,0,0,none,included_classified,true
068-937-559-043-352,1-1,0,0,0,0,none,included_classified,true
068-937-559-043-352,1-2,0,0,0,0,none,included_classified,true
068-937-559-043-352,1-3,0,0,0,0,none,included_classified,true
068-937-559-043-352,2-1,0,0,0,0,none,included_classified,true
068-937-559-043-352,2-2,0,0,0,0,none,included_classified,true
068-937-559-043-352,2-3,0,0,0,0,none,included_classified,true
068-937-559-043-352,2-4,0,1,1,0,suppress,included_classified,true
068-937-559-043-352,3-1,0,0,0,0,none,included_classified,true
068-937-559-043-352,3-2,0,0,0,0,none,included_classified,true
068-937-559-043-352,3-3,1,0,1,0,suppress,included_classified,true
068-937-559-043-352,4-1,1,1,1,1,keep,included_classified,true
068-937-559-043-352,4-2,0,0,0,0,none,included_classified,true
068-937-559-043-352,4-3,0,0,0,0,none,included_classified,true
068-937-559-043-352,4-4,0,0,0,0,none,included_classified,true
068-937-559-043-352,4-5,0,0,0,0,none,included_classified,true
068-596-540-230-809,1-1,0,0,0,0,none,included_classified,true
068-596-540-230-809,1-2,0,1,1,0,suppress,included_classified,true
068-596-540-230-809,1-3,0,0,0,0,none,included_classified,true
068-596-540-230-809,2-1,1,1,1,1,keep,included_classified,true
068-596-540-230-809,2-2,0,0,0,0,none,included_classified,true
068-596-540-230-809,2-3,0,0,0,0,none,included_classified,true
068-596-540-230-809,2-4,1,0,1,1,keep,included_classified,true
068-596-540-230-809,3-1,0,0,0,0,none,included_classified,true
068-596-540-230-809,3-2,0,0,0,0,none,included_classified,true
068-596-540-230-809,3-3,0,0,0,0,none,included_classified,true
068-596-540-230-809,4-1,0,0,0,1,add,included_classified,true
068-596-540-230-809,4-2,0,0,0,0,none,included_classified,true
068-596-540-230-809,4-3,0,0,0,0,none,included_classified,true
068-596-540-230-809,4-4,0,0,0,0,none,included_classified,true
068-596-540-230-809,4-5,0,0,0,0,none,included_classified,true
039-528-385-518-952,1-1,0,0,0,1,add,included_classified,true
039-528-385-518-952,1-2,0,0,0,1,add,included_classified,true
039-528-385-518-952,1-3,0,0,0,1,add,included_classified,true
039-528-385-518-952,2-1,0,0,0,0,none,included_classified,true
039-528-385-518-952,2-2,0,0,0,0,none,included_classified,true
039-528-385-518-952,2-3,0,0,0,0,none,included_classified,true
039-528-385-518-952,2-4,0,0,0,0,none,included_classified,true
039-528-385-518-952,3-1,0,0,0,0,none,included_classified,true
039-528-385-518-952,3-2,0,0,0,0,none,included_classified,true
039-528-385-518-952,3-3,0,0,0,0,none,included_classified,true
039-528-385-518-952,4-1,0,0,0,1,add,included_classified,true
039-528-385-518-952,4-2,0,0,0,0,none,included_classified,true
039-528-385-518-952,4-3,0,1,1,0,suppress,included_classified,true
039-528-385-518-952,4-4,0,0,0,0,none,included_classified,true
039-528-385-518-952,4-5,0,0,0,0,none,included_classified,true
146-821-351-857-456,1-1,0,0,0,0,none,included_classified,true
146-821-351-857-456,1-2,1,1,1,1,keep,included_classified,true
146-821-351-857-456,1-3,0,0,0,0,none,included_classified,true
146-821-351-857-456,2-1,1,1,1,1,keep,included_classified,true
146-821-351-857-456,2-2,0,0,0,0,none,included_classified,true
146-821-351-857-456,2-3,0,0,0,0,none,included_classified,true
146-821-351-857-456,2-4,0,0,0,0,none,included_classified,true
146-821-351-857-456,3-1,0,0,0,0,none,included_classified,true
146-821-351-857-456,3-2,0,0,0,0,none,included_classified,true
146-821-351-857-456,3-3,0,0,0,0,none,included_classified,true
146-821-351-857-456,4-1,0,0,0,0,none,included_classified,true
146-821-351-857-456,4-2,0,0,0,0,none,included_classified,true
146-821-351-857-456,4-3,0,0,0,0,none,included_classified,true
146-821-351-857-456,4-4,0,0,0,0,none,included_classified,true
146-821-351-857-456,4-5,0,0,0,0,none,included_classified,true
170-224-735-783-796,1-1,0,0,0,0,none,included_classified,true
170-224-735-783-796,1-2,0,0,0,0,none,included_classified,true
170-224-735-783-796,1-3,0,0,0,0,none,included_classified,true
170-224-735-783-796,2-1,0,1,1,1,keep,included_classified,true
170-224-735-783-796,2-2,0,0,0,0,none,included_classified,true
170-224-735-783-796,2-3,0,0,0,0,none,included_classified,true
170-224-735-783-796,2-4,0,0,0,0,none,included_classified,true
170-224-735-783-796,3-1,0,0,0,1,add,included_classified,true
170-224-735-783-796,3-2,0,0,0,0,none,included_classified,true
170-224-735-783-796,3-3,0,0,0,0,none,included_classified,true
170-224-735-783-796,4-1,0,0,0,0,none,included_classified,true
170-224-735-783-796,4-2,0,0,0,0,none,included_classified,true
170-224-735-783-796,4-3,0,0,0,0,none,included_classified,true
170-224-735-783-796,4-4,0,0,0,0,none,included_classified,true
170-224-735-783-796,4-5,0,0,0,0,none,included_classified,true
124-073-640-771-027,1-1,0,0,0,1,add,included_classified,true
124-073-640-771-027,1-2,0,0,0,0,none,included_classified,true
124-073-640-771-027,1-3,0,0,0,0,none,included_classified,true
124-073-640-771-027,2-1,0,0,0,0,none,included_classified,true
124-073-640-771-027,2-2,0,0,0,0,none,included_classified,true
124-073-640-771-027,2-3,0,0,0,0,none,included_classified,true
124-073-640-771-027,2-4,0,0,0,0,none,included_classified,true
124-073-640-771-027,3-1,0,0,0,0,none,included_classified,true
124-073-640-771-027,3-2,0,0,0,0,none,included_classified,true
124-073-640-771-027,3-3,0,0,0,0,none,included_classified,true
124-073-640-771-027,4-1,0,0,0,1,add,included_classified,true
124-073-640-771-027,4-2,0,0,0,0,none,included_classified,true
124-073-640-771-027,4-3,0,0,0,0,none,included_classified,true
124-073-640-771-027,4-4,1,1,1,1,keep,included_classified,true
124-073-640-771-027,4-5,0,0,0,0,none,included_classified,true
034-211-756-564-96X,1-1,0,0,0,0,none,included_classified,true
034-211-756-564-96X,1-2,0,0,0,0,none,included_classified,true
034-211-756-564-96X,1-3,1,0,1,1,keep,included_classified,true
034-211-756-564-96X,2-1,0,0,0,0,none,included_classified,true
034-211-756-564-96X,2-2,0,0,0,1,add,included_classified,true
034-211-756-564-96X,2-3,1,0,1,1,keep,included_classified,true
034-211-756-564-96X,2-4,0,0,0,0,none,included_classified,true
034-211-756-564-96X,3-1,0,0,0,0,none,included_classified,true
034-211-756-564-96X,3-2,0,0,0,0,none,included_classified,true
034-211-756-564-96X,3-3,0,0,0,0,none,included_classified,true
034-211-756-564-96X,4-1,0,0,0,0,none,included_classified,true
034-211-756-564-96X,4-2,0,0,0,0,none,included_classified,true
034-211-756-564-96X,4-3,0,0,0,0,none,included_classified,true
034-211-756-564-96X,4-4,0,0,0,0,none,included_classified,true
034-211-756-564-96X,4-5,0,0,0,1,add,included_classified,true
182-723-188-429-510,1-1,0,0,0,1,add,included_classified,true
182-723-188-429-510,1-2,0,0,0,0,none,included_classified,true
182-723-188-429-510,1-3,0,0,0,0,none,included_classified,true
182-723-188-429-510,2-1,0,0,0,0,none,included_classified,true
182-723-188-429-510,2-2,0,0,0,0,none,included_classified,true
182-723-188-429-510,2-3,0,0,0,0,none,included_classified,true
182-723-188-429-510,2-4,0,0,0,0,none,included_classified,true
182-723-188-429-510,3-1,0,0,0,0,none,included_classified,true
182-723-188-429-510,3-2,0,0,0,0,none,included_classified,true
182-723-188-429-510,3-3,0,0,0,0,none,included_classified,true
182-723-188-429-510,4-1,0,0,0,0,none,included_classified,true
182-723-188-429-510,4-2,0,0,0,0,none,included_classified,true
182-723-188-429-510,4-3,0,0,0,0,none,included_classified,true
182-723-188-429-510,4-4,0,0,0,0,none,included_classified,true
182-723-188-429-510,4-5,0,0,0,0,none,included_classified,true
056-643-427-726-590,1-1,0,0,0,0,none,included_classified,true
056-643-427-726-590,1-2,1,1,1,1,keep,included_classified,true
056-643-427-726-590,1-3,0,0,0,1,add,included_classified,true
056-643-427-726-590,2-1,1,1,1,1,keep,included_classified,true
056-643-427-726-590,2-2,0,0,0,0,none,included_classified,true
056-643-427-726-590,2-3,0,0,0,0,none,included_classified,true
056-643-427-726-590,2-4,1,0,1,1,keep,included_classified,true
056-643-427-726-590,3-1,0,0,0,0,none,included_classified,true
056-643-427-726-590,3-2,1,0,1,0,suppress,included_classified,true
056-643-427-726-590,3-3,0,0,0,0,none,included_classified,true
056-643-427-726-590,4-1,0,0,0,1,add,included_classified,true
056-643-427-726-590,4-2,0,0,0,0,none,included_classified,true
056-643-427-726-590,4-3,0,0,0,0,none,included_classified,true
056-643-427-726-590,4-4,0,0,0,0,none,included_classified,true
056-643-427-726-590,4-5,0,0,0,0,none,included_classified,true
103-170-089-356-78X,1-1,0,1,1,0,suppress,included_classified,true
103-170-089-356-78X,1-2,0,0,0,1,add,included_classified,true
103-170-089-356-78X,1-3,0,0,0,0,none,included_classified,true
103-170-089-356-78X,2-1,1,1,1,1,keep,included_classified,true
103-170-089-356-78X,2-2,0,0,0,0,none,included_classified,true
103-170-089-356-78X,2-3,0,0,0,0,none,included_classified,true
103-170-089-356-78X,2-4,0,0,0,0,none,included_classified,true
103-170-089-356-78X,3-1,0,0,0,0,none,included_classified,true
103-170-089-356-78X,3-2,0,0,0,0,none,included_classified,true
103-170-089-356-78X,3-3,0,0,0,0,none,included_classified,true
103-170-089-356-78X,4-1,0,0,0,0,none,included_classified,true
103-170-089-356-78X,4-2,0,0,0,0,none,included_classified,true
103-170-089-356-78X,4-3,0,0,0,0,none,included_classified,true
103-170-089-356-78X,4-4,0,0,0,0,none,included_classified,true
103-170-089-356-78X,4-5,0,0,0,0,none,included_classified,true
149-903-531-189-051,1-1,0,0,0,0,none,included_classified,true
149-903-531-189-051,1-2,0,0,0,0,none,included_classified,true
149-903-531-189-051,1-3,1,0,1,1,keep,included_classified,true
149-903-531-189-051,2-1,1,1,1,1,keep,included_classified,true
149-903-531-189-051,2-2,1,0,1,1,keep,included_classified,true
149-903-531-189-051,2-3,0,0,0,0,none,included_classified,true
149-903-531-189-051,2-4,0,0,0,0,none,included_classified,true
149-903-531-189-051,3-1,0,0,0,0,none,included_classified,true
149-903-531-189-051,3-2,0,0,0,0,none,included_classified,true
149-903-531-189-051,3-3,0,0,0,0,none,included_classified,true
149-903-531-189-051,4-1,0,0,0,1,add,included_classified,true
149-903-531-189-051,4-2,0,0,0,0,none,included_classified,true
149-903-531-189-051,4-3,0,0,0,0,none,included_classified,true
149-903-531-189-051,4-4,0,0,0,0,none,included_classified,true
149-903-531-189-051,4-5,0,0,0,0,none,included_classified,true
177-864-367-117-000,1-1,0,1,1,0,suppress,included_classified,true
177-864-367-117-000,1-2,0,0,0,0,none,included_classified,true
177-864-367-117-000,1-3,0,0,0,1,add,included_classified,true
177-864-367-117-000,2-1,0,1,1,1,keep,included_classified,true
177-864-367-117-000,2-2,0,0,0,1,add,included_classified,true
177-864-367-117-000,2-3,0,0,0,0,none,included_classified,true
177-864-367-117-000,2-4,1,0,1,1,keep,included_classified,true
177-864-367-117-000,3-1,0,0,0,0,none,included_classified,true
177-864-367-117-000,3-2,0,0,0,0,none,included_classified,true
177-864-367-117-000,3-3,0,0,0,0,none,included_classified,true
177-864-367-117-000,4-1,0,0,0,0,none,included_classified,true
177-864-367-117-000,4-2,0,0,0,0,none,included_classified,true
177-864-367-117-000,4-3,0,0,0,0,none,included_classified,true
177-864-367-117-000,4-4,0,0,0,0,none,included_classified,true
177-864-367-117-000,4-5,0,0,0,0,none,included_classified,true
172-390-595-682-825,1-1,0,0,0,0,none,included_classified,true
172-390-595-682-825,1-2,0,0,0,0,none,included_classified,true
172-390-595-682-825,1-3,0,0,0,0,none,included_classified,true
172-390-595-682-825,2-1,0,0,0,0,none,included_classified,true
172-390-595-682-825,2-2,0,0,0,0,none,included_classified,true
172-390-595-682-825,2-3,0,0,0,0,none,included_classified,true
172-390-595-682-825,2-4,0,0,0,0,none,included_classified,true
172-390-595-682-825,3-1,0,0,0,0,none,included_classified,true
172-390-595-682-825,3-2,0,0,0,0,none,included_classified,true
172-390-595-682-825,3-3,0,0,0,0,none,included_classified,true
172-390-595-682-825,4-1,1,0,1,1,keep,included_classified,true
172-390-595-682-825,4-2,0,0,0,0,none,included_classified,true
172-390-595-682-825,4-3,0,0,0,0,none,included_classified,true
172-390-595-682-825,4-4,0,0,0,0,none,included_classified,true
172-390-595-682-825,4-5,0,0,0,0,none,included_classified,true
132-569-411-464-84X,1-1,0,1,1,0,suppress,included_classified,true
132-569-411-464-84X,1-2,0,0,0,0,none,included_classified,true
132-569-411-464-84X,1-3,0,0,0,0,none,included_classified,true
132-569-411-464-84X,2-1,0,0,0,0,none,included_classified,true
132-569-411-464-84X,2-2,0,0,0,0,none,included_classified,true
132-569-411-464-84X,2-3,0,0,0,0,none,included_classified,true
132-569-411-464-84X,2-4,0,1,1,0,suppress,included_classified,true
132-569-411-464-84X,3-1,0,0,0,0,none,included_classified,true
132-569-411-464-84X,3-2,1,0,1,0,suppress,included_classified,true
132-569-411-464-84X,3-3,0,0,0,0,none,included_classified,true
132-569-411-464-84X,4-1,1,1,1,1,keep,included_classified,true
132-569-411-464-84X,4-2,0,0,0,0,none,included_classified,true
132-569-411-464-84X,4-3,0,0,0,0,none,included_classified,true
132-569-411-464-84X,4-4,0,0,0,0,none,included_classified,true
132-569-411-464-84X,4-5,0,0,0,0,none,included_classified,true
046-021-093-098-555,1-1,0,0,0,0,none,included_classified,true
046-021-093-098-555,1-2,0,0,0,1,add,included_classified,true
046-021-093-098-555,1-3,0,0,0,1,add,included_classified,true
046-021-093-098-555,2-1,0,1,1,0,suppress,included_classified,true
046-021-093-098-555,2-2,0,0,0,0,none,included_classified,true
046-021-093-098-555,2-3,0,0,0,0,none,included_classified,true
046-021-093-098-555,2-4,0,0,0,0,none,included_classified,true
046-021-093-098-555,3-1,0,0,0,0,none,included_classified,true
046-021-093-098-555,3-2,0,0,0,0,none,included_classified,true
046-021-093-098-555,3-3,0,0,0,0,none,included_classified,true
046-021-093-098-555,4-1,1,0,1,1,keep,included_classified,true
046-021-093-098-555,4-2,0,0,0,0,none,included_classified,true
046-021-093-098-555,4-3,0,0,0,0,none,included_classified,true
046-021-093-098-555,4-4,0,1,1,0,suppress,included_classified,true
046-021-093-098-555,4-5,0,0,0,0,none,included_classified,true
073-024-421-109-819,1-1,1,0,1,0,suppress,included_classified,true
073-024-421-109-819,1-2,0,1,1,1,keep,included_classified,true
073-024-421-109-819,1-3,1,0,1,1,keep,included_classified,true
073-024-421-109-819,2-1,1,0,1,1,keep,included_classified,true
073-024-421-109-819,2-2,0,0,0,0,none,included_classified,true
073-024-421-109-819,2-3,0,0,0,0,none,included_classified,true
073-024-421-109-819,2-4,0,0,0,0,none,included_classified,true
073-024-421-109-819,3-1,0,0,0,0,none,included_classified,true
073-024-421-109-819,3-2,0,0,0,0,none,included_classified,true
073-024-421-109-819,3-3,0,0,0,0,none,included_classified,true
073-024-421-109-819,4-1,0,0,0,0,none,included_classified,true
073-024-421-109-819,4-2,0,0,0,0,none,included_classified,true
073-024-421-109-819,4-3,0,0,0,0,none,included_classified,true
073-024-421-109-819,4-4,0,0,0,0,none,included_classified,true
073-024-421-109-819,4-5,0,0,0,0,none,included_classified,true
134-720-364-544-493,1-1,0,0,0,0,none,included_classified,true
134-720-364-544-493,1-2,0,0,0,0,none,included_classified,true
134-720-364-544-493,1-3,0,0,0,1,add,included_classified,true
134-720-364-544-493,2-1,0,0,0,0,none,included_classified,true
134-720-364-544-493,2-2,0,0,0,0,none,included_classified,true
134-720-364-544-493,2-3,0,0,0,0,none,included_classified,true
134-720-364-544-493,2-4,0,0,0,0,none,included_classified,true
134-720-364-544-493,3-1,0,0,0,0,none,included_classified,true
134-720-364-544-493,3-2,0,0,0,0,none,included_classified,true
134-720-364-544-493,3-3,0,0,0,0,none,included_classified,true
134-720-364-544-493,4-1,1,0,1,1,keep,included_classified,true
134-720-364-544-493,4-2,0,0,0,1,add,included_classified,true
134-720-364-544-493,4-3,0,0,0,0,none,included_classified,true
134-720-364-544-493,4-4,0,1,1,1,keep,included_classified,true
134-720-364-544-493,4-5,0,0,0,0,none,included_classified,true
129-255-465-607-615,1-1,1,1,1,1,keep,included_classified,true
129-255-465-607-615,1-2,0,0,0,0,none,included_classified,true
129-255-465-607-615,1-3,0,0,0,0,none,included_classified,true
129-255-465-607-615,2-1,0,0,0,0,none,included_classified,true
129-255-465-607-615,2-2,0,0,0,0,none,included_classified,true
129-255-465-607-615,2-3,0,0,0,0,none,included_classified,true
129-255-465-607-615,2-4,0,0,0,0,none,included_classified,true
129-255-465-607-615,3-1,0,0,0,0,none,included_classified,true
129-255-465-607-615,3-2,0,0,0,0,none,included_classified,true
129-255-465-607-615,3-3,0,0,0,0,none,included_classified,true
129-255-465-607-615,4-1,1,0,1,1,keep,included_classified,true
129-255-465-607-615,4-2,0,0,0,0,none,included_classified,true
129-255-465-607-615,4-3,0,0,0,0,none,included_classified,true
129-255-465-607-615,4-4,0,0,0,0,none,included_classified,true
129-255-465-607-615,4-5,0,0,0,0,none,included_classified,true
034-345-624-950-109,1-1,0,0,0,0,none,included_classified,true
034-345-624-950-109,1-2,0,0,0,0,none,included_classified,true
034-345-624-950-109,1-3,0,0,0,0,none,included_classified,true
034-345-624-950-109,2-1,1,1,1,1,keep,included_classified,true
034-345-624-950-109,2-2,0,0,0,0,none,included_classified,true
034-345-624-950-109,2-3,0,0,0,0,none,included_classified,true
034-345-624-950-109,2-4,0,0,0,1,add,included_classified,true
034-345-624-950-109,3-1,0,0,0,0,none,included_classified,true
034-345-624-950-109,3-2,0,0,0,0,none,included_classified,true
034-345-624-950-109,3-3,0,0,0,0,none,included_classified,true
034-345-624-950-109,4-1,0,0,0,1,add,included_classified,true
034-345-624-950-109,4-2,0,0,0,0,none,included_classified,true
034-345-624-950-109,4-3,0,0,0,0,none,included_classified,true
034-345-624-950-109,4-4,0,0,0,0,none,included_classified,true
034-345-624-950-109,4-5,0,0,0,0,none,included_classified,true
110-138-204-883-475,1-1,0,0,0,0,none,included_classified,true
110-138-204-883-475,1-2,1,1,1,1,keep,included_classified,true
110-138-204-883-475,1-3,0,0,0,0,none,included_classified,true
110-138-204-883-475,2-1,1,0,1,0,suppress,included_classified,true
110-138-204-883-475,2-2,0,0,0,0,none,included_classified,true
110-138-204-883-475,2-3,0,0,0,0,none,included_classified,true
110-138-204-883-475,2-4,0,0,0,0,none,included_classified,true
110-138-204-883-475,3-1,0,0,0,0,none,included_classified,true
110-138-204-883-475,3-2,0,0,0,0,none,included_classified,true
110-138-204-883-475,3-3,0,0,0,0,none,included_classified,true
110-138-204-883-475,4-1,0,0,0,0,none,included_classified,true
110-138-204-883-475,4-2,0,0,0,0,none,included_classified,true
110-138-204-883-475,4-3,0,0,0,0,none,included_classified,true
110-138-204-883-475,4-4,0,0,0,0,none,included_classified,true
110-138-204-883-475,4-5,0,0,0,0,none,included_classified,true
148-756-629-236-617,1-1,0,0,0,0,none,included_classified,true
148-756-629-236-617,1-2,0,0,0,0,none,included_classified,true
148-756-629-236-617,1-3,0,0,0,1,add,included_classified,true
148-756-629-236-617,2-1,0,0,0,0,none,included_classified,true
148-756-629-236-617,2-2,0,0,0,0,none,included_classified,true
148-756-629-236-617,2-3,0,0,0,0,none,included_classified,true
148-756-629-236-617,2-4,0,0,0,0,none,included_classified,true
148-756-629-236-617,3-1,0,0,0,0,none,included_classified,true
148-756-629-236-617,3-2,0,0,0,0,none,included_classified,true
148-756-629-236-617,3-3,0,0,0,1,add,included_classified,true
