lens_id,domain,cpc_rule_hit,keyword_rule_hit,rule_union_hit,adjudicated_hit,action,screening_category,analysis_set_443
098-864-983-629-700,4-5,0,0,0,0,none,included_classified,true
072-366-232-275-66X,1-1,0,0,0,0,none,included_classified,true
072-366-232-275-66X,1-2,0,0,0,0,none,included_classified,true
072-366-232-275-66X,1-3,0,0,0,0,none,included_classified,true
072-366-232-275-66X,2-1,1,0,1,1,keep,included_classified,true
072-366-232-275-66X,2-2,0,0,0,0,none,included_classified,true
072-366-232-275-66X,2-3,0,0,0,0,none,included_classified,true
072-366-232-275-66X,2-4,0,0,0,1,add,included_classified,true
072-366-232-275-66X,3-1,0,0,0,0,none,included_classified,true
072-366-232-275-66X,3-2,0,0,0,0,none,included_classified,true
072-366-232-275-66X,3-3,0,0,0,0,none,included_classified,true
072-366-232-275-66X,4-1,0,0,0,0,none,included_classified,true
072-366-232-275-66X,4-2,0,0,0,0,none,included_classified,true
072-366-232-275-66X,4-3,0,0,0,0,none,included_classified,true
072-366-232-275-66X,4-4,0,0,0,0,none,included_classified,true
072-366-232-275-66X,4-5,0,0,0,0,none,included_classified,true
073-364-110-607-934,1-1,0,0,0,0,none,included_classified,true
073-364-110-607-934,1-2,0,0,0,0,none,included_classified,true
073-364-110-607-934,1-3,0,0,0,0,none,included_classified,true
073-364-110-607-934,2-1,0,0,0,0,none,included_classified,true
073-364-110-607-934,2-2,0,0,0,0,none,included_classified,true
073-364-110-607-934,2-3,0,0,0,0,none,included_classified,true
073-364-110-607-934,2-4,0,0,0,0,none,included_classified,true
073-364-110-607-934,3-1,0,0,0,0,none,included_classified,true
073-364-110-607-934,3-2,0,0,0,0,none,included_classified,true
073-364-110-607-934,3-3,0,0,0,0,none,included_classified,true
073-364-110-607-934,4-1,1,0,1,1,keep,included_classified,true
073-364-110-607-934,4-2,0,0,0,0,none,included_classified,true
073-364-110-607-934,4-3,0,0,0,0,none,included_classified,true
073-364-110-607-934,4-4,0,0,0,1,add,included_classified,true
073-364-110-607-934,4-5,0,0,0,0,none,included_classified,true
044-389-429-754-556,1-1,0,0,0,0,none,included_classified,true
044-389-429-754-556,1-2,0,0,0,0,none,included_classified,true
044-389-429-754-556,1-3,0,0,0,0,none,included_classified,true
044-389-429-754-556,2-1,0,0,0,0,none,included_classified,true
044-389-429-754-556,2-2,0,0,0,0,none,included_classified,true
044-389-429-754-556,2-3,0,0,0,0,none,included_classified,true
044-389-429-754-556,2-4,0,0,0,0,none,included_classified,true
044-389-429-754-556,3-1,0,0,0,0,none,included_classified,true
044-389-429-754-556,3-2,0,0,0,0,none,included_classified,true
044-389-429-754-556,3-3,0,0,0,0,none,included_classified,true
044-389-429-754-556,4-1,0,0,0,0,none,included_classified,true
044-389-429-754-556,4-2,0,0,0,1,add,included_classified,true
044-389-429-754-556,4-3,0,0,0,0,none,included_classified,true
044-389-429-754-556,4-4,1,1,1,1,keep,included_classified,true
044-389-429-754-556,4-5,0,0,0,1,add,included_classified,true
099-389-968-727-78X,1-1,1,1,1,0,suppress,domain_external_active,true
099-389-968-727-78X,1-2,0,0,0,0,none,domain_external_active,true
099-389-968-727-78X,1-3,0,0,0,0,none,domain_external_active,true
099-389-968-727-78X,2-1,0,0,0,0,none,domain_external_active,true
099-389-968-727-78X,2-2,0,0,0,0,none,domain_external_active,true
099-389-968-727-78X,2-3,0,0,0,0,none,domain_external_active,true
099-389-968-727-78X,2-4,0,1,1,0,suppress,domain_external_active,true
099-389-968-727-78X,3-1,0,0,0,0,none,domain_external_active,true
099-389-968-727-78X,3-2,0,0,0,0,none,domain_external_active,true
099-389-968-727-78X,3-3,0,0,0,0,none,domain_external_active,true
099-389-968-727-78X,4-1,0,0,0,0,none,domain_external_active,true
099-389-968-727-78X,4-2,0,0,0,0,none,domain_external_active,true
099-389-968-727-78X,4-3,0,0,0,0,none,domain_external_active,true
099-389-968-727-78X,4-4,0,0,0,0,none,domain_external_active,true
099-389-968-727-78X,4-5,0,0,0,0,none,domain_external_active,true
133-455-615-343-143,1-1,0,0,0,1,add,included_classified,true
133-455-615-343-143,1-2,0,0,0,0,none,included_classified,true
133-455-615-343-143,1-3,0,0,0,0,none,included_classified,true
133-455-615-343-143,2-1,0,0,0,0,none,included_classified,true
133-455-615-343-143,2-2,0,0,0,0,none,included_classified,true
133-455-615-343-143,2-3,0,0,0,0,none,included_classified,true
133-455-615-343-143,2-4,0,0,0,0,none,included_classified,true
133-455-615-343-143,3-1,0,0,0,0,none,included_classified,true
133-455-615-343-143,3-2,0,0,0,0,none,included_classified,true
133-455-615-343-143,3-3,0,0,0,0,none,included_classified,true
133-455-615-343-143,4-1,0,0,0,1,add,included_classified,true
133-455-615-343-143,4-2,0,0,0,0,none,included_classified,true
133-455-615-343-143,4-3,0,0,0,1,add,included_classified,true
133-455-615-343-143,4-4,0,0,0,0,none,included_classified,true
133-455-615-343-143,4-5,0,0,0,0,none,included_classified,true
138-517-555-246-298,1-1,1,0,1,0,suppress,domain_external_active,true
138-517-555-246-298,1-2,0,0,0,0,none,domain_external_active,true
138-517-555-246-298,1-3,0,0,0,0,none,domain_external_active,true
138-517-555-246-298,2-1,0,0,0,0,none,domain_external_active,true
138-517-555-246-298,2-2,0,0,0,0,none,domain_external_active,true
138-517-555-246-298,2-3,0,0,0,0,none,domain_external_active,true
138-517-555-246-298,2-4,0,0,0,0,none,domain_external_active,true
138-517-555-246-298,3-1,0,0,0,0,none,domain_external_active,true
138-517-555-246-298,3-2,0,0,0,0,none,domain_external_active,true
138-517-555-246-298,3-3,0,0,0,0,none,domain_external_active,true
138-517-555-246-298,4-1,0,0,0,0,none,domain_external_active,true
138-517-555-246-298,4-2,0,0,0,0,none,domain_external_active,true
138-517-555-246-298,4-3,0,0,0,0,none,domain_external_active,true
138-517-555-246-298,4-4,0,0,0,0,none,domain_external_active,true
138-517-555-246-298,4-5,0,0,0,0,none,domain_external_active,true
189-644-333-515-933,1-1,0,0,0,0,none,included_classified,true
189-644-333-515-933,1-2,0,0,0,1,add,included_classified,true
189-644-333-515-933,1-3,0,0,0,1,add,included_classified,true
189-644-333-515-933,2-1,0,0,0,1,add,included_classified,true
189-644-333-515-933,2-2,0,0,0,0,none,included_classified,true
189-644-333-515-933,2-3,0,0,0,0,none,included_classified,true
189-644-333-515-933,2-4,0,0,0,0,none,included_classified,true
189-644-333-515-933,3-1,0,0,0,0,none,included_classified,true
189-644-333-515-933,3-2,0,0,0,0,none,included_classified,true
189-644-333-515-933,3-3,0,0,0,0,none,included_classified,true
189-644-333-515-933,4-1,1,0,1,1,keep,included_classified,true
189-644-333-515-933,4-2,0,0,0,0,none,included_classified,true
189-644-333-515-933,4-3,0,0,0,0,none,included_classified,true
189-644-333-515-933,4-4,0,0,0,1,add,included_classified,true
189-644-333-515-933,4-5,0,0,0,0,none,included_classified,true
112-145-811-503-647,1-1,0,0,0,0,none,included_classified,true
112-145-811-503-647,1-2,0,0,0,0,none,included_classified,true
112-145-811-503-647,1-3,0,0,0,0,none,included_classified,true
112-145-811-503-647,2-1,0,0,0,0,none,included_classified,true
112-145-811-503-647,2-2,0,0,0,0,none,included_classified,true
112-145-811-503-647,2-3,0,0,0,0,none,included_classified,true
112-145-811-503-647,2-4,0,0,0,0,none,included_classified,true
112-145-811-503-647,3-1,1,0,1,1,keep,included_classified,true
112-145-811-503-647,3-2,0,0,0,0,none,included_classified,true
112-145-811-503-647,3-3,0,0,0,0,none,included_classified,true
112-145-811-503-647,4-1,0,0,0,0,none,included_classified,true
112-145-811-503-647,4-2,0,0,0,0,none,included_classified,true
112-145-811-503-647,4-3,0,0,0,0,none,included_classified,true
112-145-811-503-647,4-4,0,0,0,0,none,included_classified,true
112-145-811-503-647,4-5,0,0,0,0,none,included_classified,true
193-912-995-611-062,1-1,0,0,0,0,none,included_classified,true
193-912-995-611-062,1-2,0,1,1,1,keep,included_classified,true
193-912-995-611-062,1-3,0,1,1,1,keep,included_classified,true
193-912-995-611-062,2-1,0,1,1,1,keep,included_classified,true
193-912-995-611-062,2-2,0,0,0,0,none,included_classified,true
193-912-995-611-062,2-3,0,0,0,0,none,included_classified,true
193-912-995-611-062,2-4,0,0,0,0,none,included_classified,true
193-912-995-611-062,3-1,0,0,0,0,none,included_classified,true
193-912-995-611-062,3-2,0,0,0,0,none,included_classified,true
193-912-995-611-062,3-3,0,0,0,0,none,included_classified,true
193-912-995-611-062,4-1,1,0,1,1,keep,included_classified,true
193-912-995-611-062,4-2,0,0,0,0,none,included_classified,true
193-912-995-611-062,4-3,0,0,0,0,none,included_classified,true
193-912-995-611-062,4-4,0,0,0,0,none,included_classified,true
193-912-995-611-062,4-5,0,0,0,0,none,included_classified,true
151-026-847-189-39X,1-1,0,0,0,0,none,domain_external_active,true
151-026-847-189-39X,1-2,0,0,0,0,none,domain_external_active,true
151-026-847-189-39X,1-3,0,0,0,0,none,domain_external_active,true
151-026-847-189-39X,2-1,0,0,0,0,none,domain_external_active,true
151-026-847-189-39X,2-2,0,0,0,0,none,domain_external_active,true
151-026-847-189-39X,2-3,0,0,0,0,none,domain_external_active,true
151-026-847-189-39X,2-4,0,0,0,0,none,domain_external_active,true
151-026-847-189-39X,3-1,0,0,0,0,none,domain_external_active,true
151-026-847-189-39X,3-2,0,0,0,0,none,domain_external_active,true
151-026-847-189-39X,3-3,1,0,1,0,suppress,domain_external_active,true
151-026-847-189-39X,4-1,0,0,0,0,none,domain_external_active,true
151-026-847-189-39X,4-2,0,0,0,0,none,domain_external_active,true
151-026-847-189-39X,4-3,0,0,0,0,none,domain_external_active,true
151-026-847-189-39X,4-4,0,0,0,0,none,domain_external_active,true
151-026-847-189-39X,4-5,0,0,0,0,none,domain_external_active,true
037-287-771-992-831,1-1,0,0,0,0,none,included_classified,true
037-287-771-992-831,1-2,0,0,0,0,none,included_classified,true
037-287-771-992-831,1-3,0,0,0,0,none,included_classified,true
037-287-771-992-831,2-1,0,0,0,0,none,included_classified,true
037-287-771-992-831,2-2,0,0,0,0,none,included_classified,true
037-287-771-992-831,2-3,0,0,0,0,none,included_classified,true
037-287-771-992-831,2-4,1,1,1,1,keep,included_classified,true
037-287-771-992-831,3-1,0,0,0,0,none,included_classified,true
037-287-771-992-831,3-2,0,0,0,0,none,included_classified,true
037-287-771-992-831,3-3,0,0,0,0,none,included_classified,true
037-287-771-992-831,4-1,1,0,1,1,keep,included_classified,true
037-287-771-992-831,4-2,0,0,0,0,none,included_classified,true
037-287-771-992-831,4-3,0,0,0,0,none,included_classified,true
037-287-771-992-831,4-4,1,1,1,1,keep,included_classified,true
037-287-771-992-831,4-5,0,0,0,0,none,included_classified,true
046-146-601-903-186,1-1,0,0,0,0,none,domain_external_active,true
046-146-601-903-186,1-2,0,0,0,0,none,domain_external_active,true
046-146-601-903-186,1-3,0,0,0,0,none,domain_external_active,true
046-146-601-903-186,2-1,0,0,0,0,none,domain_external_active,true
046-146-601-903-186,2-2,0,0,0,0,none,domain_external_active,true
046-146-601-903-186,2-3,0,0,0,0,none,domain_external_active,true
046-146-601-903-186,2-4,0,1,1,0,suppress,domain_external_active,true
046-146-601-903-186,3-1,0,0,0,0,none,domain_external_active,true
046-146-601-903-186,3-2,0,0,0,0,none,domain_external_active,true
046-146-601-903-186,3-3,1,0,1,0,suppress,domain_external_active,true
046-146-601-903-186,4-1,0,0,0,0,none,domain_external_active,true
046-146-601-903-186,4-2,0,0,0,0,none,domain_external_active,true
046-146-601-903-186,4-3,0,0,0,0,none,domain_external_active,true
046-146-601-903-186,4-4,0,0,0,0,none,domain_external_active,true
046-146-601-903-186,4-5,0,0,0,0,none,domain_external_active,true
072-973-283-207-813,1-1,0,0,0,0,none,domain_external_active,true
072-973-283-207-813,1-2,0,0,0,0,none,domain_external_active,true
072-973-283-207-813,1-3,0,0,0,0,none,domain_external_active,true
072-973-283-207-813,2-1,0,0,0,0,none,domain_external_active,true
072-973-283-207-813,2-2,0,0,0,0,none,domain_external_active,true
072-973-283-207-813,2-3,0,0,0,0,none,domain_external_active,true
072-973-283-207-813,2-4,0,0,0,0,none,domain_external_active,true
072-973-283-207-813,3-1,0,0,0,0,none,domain_external_active,true
072-973-283-207-813,3-2,0,0,0,0,none,domain_external_active,true
072-973-283-207-813,3-3,0,0,0,0,none,domain_external_active,true
072-973-283-207-813,4-1,0,0,0,0,none,domain_external_active,true
072-973-283-207-813,4-2,0,0,0,0,none,domain_external_active,true
072-973-283-207-813,4-3,0,0,0,0,none,domain_external_active,true
072-973-283-207-813,4-4,0,0,0,0,none,domain_external_active,true
072-973-283-207-813,4-5,0,0,0,0,none,domain_external_active,true
102-213-207-788-999,1-1,0,0,0,1,add,included_classified,true
102-213-207-788-999,1-2,0,0,0,0,none,included_classified,true
102-213-207-788-999,1-3,0,0,0,0,none,included_classified,true
102-213-207-788-999,2-1,0,0,0,0,none,included_classified,true
102-213-207-788-999,2-2,0,0,0,0,none,included_classified,true
102-213-207-788-999,2-3,0,0,0,0,none,included_classified,true
102-213-207-788-999,2-4,0,0,0,0,none,included_classified,true
102-213-207-788-999,3-1,1,0,1,1,keep,included_classified,true
102-213-207-788-999,3-2,0,0,0,0,none,included_classified,true
102-213-207-788-999,3-3,1,0,1,1,keep,included_classified,true
102-213-207-788-999,4-1,1,0,1,1,keep,included_classified,true
102-213-207-788-999,4-2,0,0,0,1,add,included_classified,true
102-213-207-788-999,4-3,1,1,1,0,suppress,included_classified,true
102-213-207-788-999,4-4,0,0,0,0,none,included_classified,true
102-213-207-788-999,4-5,0,0,0,1,add,included_classified,true
121-226-793-658-530,1-1,0,0,0,0,none,domain_external_active,true
121-226-793-658-530,1-2,0,0,0,0,none,domain_external_active,true
121-226-793-658-530,1-3,0,0,0,0,none,domain_external_active,true
121-226-793-658-530,2-1,0,0,0,0,none,domain_external_active,true
121-226-793-658-530,2-2,0,0,0,0,none,domain_external_active,true
121-226-793-658-530,2-3,0,0,0,0,none,domain_external_active,true
121-226-793-658-530,2-4,0,0,0,0,none,domain_external_active,true
121-226-793-658-530,3-1,0,0,0,0,none,domain_external_active,true
121-226-793-658-530,3-2,0,0,0,0,none,domain_external_active,true
121-226-793-658-530,3-3,0,0,0,0,none,domain_external_active,true
121-226-793-658-530,4-1,0,0,0,0,none,domain_external_active,true
121-226-793-658-530,4-2,0,0,0,0,none,domain_external_active,true
121-226-793-658-530,4-3,0,0,0,0,none,domain_external_active,true
121-226-793-658-530,4-4,0,0,0,0,none,domain_external_active,true
121-226-793-658-530,4-5,0,0,0,0,none,domain_external_active,true
122-036-743-845-919,1-1,0,0,0,0,none,included_classified,true
122-036-743-845-919,1-2,0,1,1,0,suppress,included_classified,true
122-036-743-845-919,1-3,0,0,0,0,none,included_classified,true
122-036-743-845-919,2-1,0,0,0,0,none,included_classified,true
122-036-743-845-919,2-2,0,0,0,0,none,included_classified,true
122-036-743-845-919,2-3,0,0,0,0,none,included_classified,true
122-036-743-845-919,2-4,0,0,0,0,none,included_classified,true
122-036-743-845-919,3-1,0,0,0,0,none,included_classified,true
122-036-743-845-919,3-2,0,0,0,0,none,included_classified,true
122-036-743-845-919,3-3,1,0,1,0,suppress,included_classified,true
122-036-743-845-919,4-1,1,0,1,1,keep,included_classified,true
122-036-743-845-919,4-2,0,0,0,0,none,included_classified,true
122-036-743-845-919,4-3,0,0,0,0,none,included_classified,true
122-036-743-845-919,4-4,0,1,1,0,suppress,included_classified,true
122-036-743-845-919,4-5,0,0,0,0,none,included_classified,true
158-657-999-018-456,1-1,0,0,0,0,none,domain_external_active,true
158-657-999-018-456,1-2,0,0,0,0,none,domain_external_active,true
158-657-999-018-456,1-3,0,0,0,0,none,domain_external_active,true
158-657-999-018-456,2-1,0,0,0,0,none,domain_external_active,true
158-657-999-018-456,2-2,0,0,0,0,none,domain_external_active,true
158-657-999-018-456,2-3,0,0,0,0,none,domain_external_active,true
158-657-999-018-456,2-4,0,1,1,0,suppress,domain_external_active,true
158-657-999-018-456,3-1,0,0,0,0,none,domain_external_active,true
158-657-999-018-456,3-2,0,0,0,0,none,domain_external_active,true
158-657-999-018-456,3-3,0,0,0,0,none,domain_external_active,true
158-657-999-018-456,4-1,0,0,0,0,none,domain_external_active,true
158-657-999-018-456,4-2,0,0,0,0,none,domain_external_active,true
158-657-999-018-456,4-3,0,0,0,0,none,domain_external_active,true
158-657-999-018-456,4-4,0,0,0,0,none,domain_external_active,true
158-657-999-018-456,4-5,0,0,0,0,none,domain_external_active,true
176-875-693-945-466,1-1,0,0,0,0,none,domain_external_active,true
176-875-693-945-466,1-2,0,0,0,0,none,domain_external_active,true
176-875-693-945-466,1-3,0,0,0,0,none,domain_external_active,true
176-875-693-945-466,2-1,0,0,0,0,none,domain_external_active,true
176-875-693-945-466,2-2,0,0,0,0,none,domain_external_active,true
176-875-693-945-466,2-3,0,0,0,0,none,domain_external_active,true
176-875-693-945-466,2-4,0,0,0,0,none,domain_external_active,true
176-875-693-945-466,3-1,0,0,0,0,none,domain_external_active,true
176-875-693-945-466,3-2,0,0,0,0,none,domain_external_active,true
176-875-693-945-466,3-3,0,0,0,0,none,domain_external_active,true
176-875-693-945-466,4-1,0,0,0,0,none,domain_external_active,true
176-875-693-945-466,4-2,0,0,0,0,none,domain_external_active,true
176-875-693-945-466,4-3,0,0,0,0,none,domain_external_active,true
176-875-693-945-466,4-4,0,0,0,0,none,domain_external_active,true
176-875-693-945-466,4-5,0,0,0,0,none,domain_external_active,true
000-029-056-241-583,1-1,0,0,0,0,none,included_classified,true
000-029-056-241-583,1-2,1,1,1,1,keep,included_classified,true
000-029-056-241-583,1-3,0,0,0,0,none,included_classified,true
000-029-056-241-583,2-1,0,0,0,0,none,included_classified,true
000-029-056-241-583,2-2,0,0,0,0,none,included_classified,true
000-029-056-241-583,2-3,0,0,0,0,none,included_classified,true
000-029-056-241-583,2-4,0,0,0,0,none,included_classified,true
000-029-056-241-583,3-1,0,0,0,0,none,included_classified,true
000-029-056-241-583,3-2,0,0,0,0,none,included_classified,true
000-029-056-241-583,3-3,0,0,0,0,none,included_classified,true
000-029-056-241-583,4-1,0,0,0,0,none,included_classified,true
000-029-056-241-583,4-2,0,0,0,0,none,included_classified,true
000-029-056-241-583,4-3,0,0,0,0,none,included_classified,true
000-029-056-241-583,4-4,0,1,1,0,suppress,included_classified,true
000-029-056-241-583,4-5,0,0,0,0,none,included_classified,true
016-686-598-023-258,1-1,0,0,0,0,none,included_classified,true
016-686-598-023-258,1-2,0,0,0,0,none,included_classified,true
016-686-598-023-258,1-3,0,0,0,0,none,included_classified,true
016-686-598-023-258,2-1,0,0,0,0,none,included_classified,true
016-686-598-023-258,2-2,0,0,0,0,none,included_classified,true
016-686-598-023-258,2-3,0,0,0,0,none,included_classified,true
016-686-598-023-258,2-4,0,1,1,0,suppress,included_classified,true
016-686-598-023-258,3-1,0,0,0,0,none,included_classified,true
016-686-598-023-258,3-2,0,0,0,0,none,included_classified,true
016-686-598-023-258,3-3,0,0,0,0,none,included_classified,true
016-686-598-023-258,4-1,0,0,0,0,none,included_classified,true
016-686-598-023-258,4-2,0,0,0,0,none,included_classified,true
016-686-598-023-258,4-3,0,0,0,0,none,included_classified,true
016-686-598-023-258,4-4,1,0,1,1,keep,included_classified,true
016-686-598-023-258,4-5,0,0,0,1,add,included_classified,true
063-363-893-746-836,1-1,0,0,0,0,none,included_classified,true
063-363-893-746-836,1-2,0,1,1,1,keep,included_classified,true
063-363-893-746-836,1-3,0,1,1,1,keep,included_classified,true
063-363-893-746-836,2-1,0,1,1,1,keep,included_classified,true
063-363-893-746-836,2-2,0,0,0,0,none,included_classified,true
063-363-893-746-836,2-3,0,0,0,0,none,included_classified,true
063-363-893-746-836,2-4,0,0,0,0,none,included_classified,true
063-363-893-746-836,3-1,0,0,0,0,none,included_classified,true
063-363-893-746-836,3-2,0,0,0,0,none,included_classified,true
063-363-893-746-836,3-3,0,0,0,0,none,included_classified,true
063-363-893-746-836,4-1,1,0,1,1,keep,included_classified,true
063-363-893-746-836,4-2,0,0,0,0,none,included_classified,true
063-363-893-746-836,4-3,0,0,0,0,none,included_classified,true
063-363-893-746-836,4-4,0,0,0,0,none,included_classified,true
063-363-893-746-836,4-5,0,0,0,0,none,included_classified,true
118-889-681-961-69X,1-1,0,0,0,0,none,included_classified,true
118-889-681-961-69X,1-2,0,0,0,0,none,included_classified,true
118-889-681-961-69X,1-3,0,0,0,0,none,included_classified,true
118-889-681-961-69X,2-1,1,0,1,1,keep,included_classified,true
118-889-681-961-69X,2-2,1,0,1,1,keep,included_classified,true
118-889-681-961-69X,2-3,0,0,0,0,none,included_classified,true
118-889-681-961-69X,2-4,0,0,0,1,add,included_classified,true
118-889-681-961-69X,3-1,0,0,0,0,none,included_classified,true
118-889-681-961-69X,3-2,0,0,0,0,none,included_classified,true
118-889-681-961-69X,3-3,0,0,0,0,none,included_classified,true
118-889-681-961-69X,4-1,0,0,0,0,none,included_classified,true
118-889-681-961-69X,4-2,0,0,0,0,none,included_classified,true
118-889-681-961-69X,4-3,0,0,0,0,none,included_classified,true
118-889-681-961-69X,4-4,0,0,0,0,none,included_classified,true
118-889-681-961-69X,4-5,0,0,0,0,none,included_classified,true
032-122-857-229-194,1-1,1,0,1,0,suppress,included_classified,true
032-122-857-229-194,1-2,0,0,0,0,none,included_classified,true
032-122-857-229-194,1-3,0,0,0,0,none,included_classified,true
032-122-857-229-194,2-1,0,0,0,0,none,included_classified,true
032-122-857-229-194,2-2,0,0,0,1,add,included_classified,true
032-122-857-229-194,2-3,0,0,0,0,none,included_classified,true
032-122-857-229-194,2-4,0,0,0,0,none,included_classified,true
032-122-857-229-194,3-1,0,0,0,0,none,included_classified,true
032-122-857-229-194,3-2,0,0,0,0,none,included_classified,true
032-122-857-229-194,3-3,0,0,0,0,none,included_classified,true
032-122-857-229-194,4-1,0,0,0,1,add,included_classified,true
032-122-857-229-194,4-2,0,0,0,0,none,included_classified,true
032-122-857-229-194,4-3,0,0,0,0,none,included_classified,true
032-122-857-229-194,4-4,0,0,0,0,none,included_classified,true
032-122-857-229-194,4-5,0,0,0,0,none,included_classified,true
082-454-014-925-321,1-1,0,0,0,0,none,domain_external_active,true
082-454-014-925-321,1-2,0,0,0,0,none,domain_external_active,true
082-454-014-925-321,1-3,0,0,0,0,none,domain_external_active,true
082-454-014-925-321,2-1,0,0,0,0,none,domain_external_active,true
082-454-014-925-321,2-2,0,0,0,0,none,domain_external_active,true
082-454-014-925-321,2-3,0,0,0,0,none,domain_external_active,true
082-454-014-925-321,2-4,0,0,0,0,none,domain_external_active,true
082-454-014-925-321,3-1,0,0,0,0,none,domain_external_active,true
082-454-014-925-321,3-2,0,0,0,0,none,domain_external_active,true
082-454-014-925-321,3-3,0,0,0,0,none,domain_external_active,true
082-454-014-925-321,4-1,0,0,0,0,none,domain_external_active,true
082-454-014-925-321,4-2,0,0,0,0,none,domain_external_active,true
082-454-014-925-321,4-3,0,1,1,0,suppress,domain_external_active,true
082-454-014-925-321,4-4,0,0,0,0,none,domain_external_active,true
082-454-014-925-321,4-5,0,0,0,0,none,domain_external_active,true
029-606-345-629-891,1-1,0,0,0,0,none,domain_external_active,true
029-606-345-629-891,1-2,0,0,0,0,none,domain_external_active,true
029-606-345-629-891,1-3,0,0,0,0,none,domain_external_active,true
029-606-345-629-891,2-1,0,0,0,0,none,domain_external_active,true
029-606-345-629-891,2-2,0,0,0,0,none,domain_external_active,true
029-606-345-629-891,2-3,0,0,0,0,none,domain_external_active,true
029-606-345-629-891,2-4,0,0,0,0,none,domain_external_active,true
029-606-345-629-891,3-1,0,0,0,0,none,domain_external_active,true
029-606-345-629-891,3-2,0,0,0,0,none,domain_external_active,true
029-606-345-629-891,3-3,0,0,0,0,none,domain_external_active,true
029-606-345-629-891,4-1,0,0,0,0,none,domain_external_active,true
029-606-345-629-891,4-2,0,0,0,0,none,domain_external_active,true
029-606-345-629-891,4-3,0,0,0,0,none,domain_external_active,true
029-606-345-629-891,4-4,0,0,0,0,none,domain_external_active,true
029-606-345-629-891,4-5,0,0,0,0,none,domain_external_active,true
129-725-575-095-167,1-1,0,0,0,0,none,included_classified,true
129-725-575-095-167,1-2,0,0,0,0,none,included_classified,true
129-725-575-095-167,1-3,1,1,1,1,keep,included_classified,true
129-725-575-095-167,2-1,0,0,0,0,none,included_classified,true
129-725-575-095-167,2-2,0,0,0,0,none,included_classified,true
129-725-575-095-167,2-3,0,0,0,0,none,included_classified,true
129-725-575-095-167,2-4,0,1,1,0,suppress,included_classified,true
129-725-575-095-167,3-1,0,0,0,0,none,included_classified,true
129-725-575-095-167,3-2,0,0,0,0,none,included_classified,true
129-725-575-095-167,3-3,0,0,0,0,none,included_classified,true
129-725-575-095-167,4-1,0,0,0,0,none,included_classified,true
129-725-575-095-167,4-2,0,0,0,0,none,included_classified,true
129-725-575-095-167,4-3,1,0,1,1,keep,included_classified,true
129-725-575-095-167,4-4,0,0,0,0,none,included_classified,true
129-725-575-095-167,4-5,0,0,0,0,none,included_classified,true
132-737-409-967-923,1-1,0,0,0,0,none,included_classified,true
132-737-409-967-923,1-2,0,0,0,0,none,included_classified,true
132-737-409-967-923,1-3,0,0,0,0,none,included_classified,true
132-737-409-967-923,2-1,0,0,0,0,none,included_classified,true
132-737-409-967-923,2-2,0,0,0,0,none,included_classified,true
132-737-409-967-923,2-3,0,0,0,0,none,included_classified,true
132-737-409-967-923,2-4,0,0,0,0,none,included_classified,true
132-737-409-967-923,3-1,1,1,1,1,keep,included_classified,true
132-737-409-967-923,3-2,0,0,0,0,none,included_classified,true
132-737-409-967-923,3-3,0,0,0,1,add,included_classified,true
132-737-409-967-923,4-1,0,1,1,0,suppress,included_classified,true
132-737-409-967-923,4-2,0,0,0,0,none,included_classified,true
132-737-409-967-923,4-3,0,1,1,0,suppress,included_classified,true
132-737-409-967-923,4-4,0,0,0,0,none,included_classified,true
132-737-409-967-923,4-5,0,0,0,0,none,included_classified,true
090-954-456-871-923,1-1,0,0,0,0,none,included_classified,true
090-954-456-871-923,1-2,0,0,0,0,none,included_classified,true
090-954-456-871-923,1-3,0,1,1,0,suppress,included_classified,true
090-954-456-871-923,2-1,1,0,1,1,keep,included_classified,true
090-954-456-871-923,2-2,1,0,1,1,keep,included_classified,true
090-954-456-871-923,2-3,0,0,0,0,none,included_classified,true
090-954-456-871-923,2-4,0,0,0,1,add,included_classified,true
090-954-456-871-923,3-1,0,0,0,0,none,included_classified,true
090-954-456-871-923,3-2,0,0,0,0,none,included_classified,true
090-954-456-871-923,3-3,0,0,0,0,none,included_classified,true
090-954-456-871-923,4-1,0,0,0,0,none,included_classified,true
090-954-456-871-923,4-2,0,0,0,0,none,included_classified,true
090-954-456-871-923,4-3,0,0,0,0,none,included_classified,true
090-954-456-871-923,4-4,0,0,0,0,none,included_classified,true
090-954-456-871-923,4-5,0,0,0,0,none,included_classified,true
075-941-801-946-687,1-1,1,0,1,0,suppress,domain_external_active,true
075-941-801-946-687,1-2,0,0,0,0,none,domain_external_active,true
075-941-801-946-687,1-3,0,0,0,0,none,domain_external_active,true
075-941-801-946-687,2-1,0,0,0,0,none,domain_external_active,true
075-941-801-946-687,2-2,0,0,0,0,none,domain_external_active,true
075-941-801-946-687,2-3,0,0,0,0,none,domain_external_active,true
075-941-801-946-687,2-4,0,0,0,0,none,domain_external_active,true
075-941-801-946-687,3-1,0,0,0,0,none,domain_external_active,true
075-941-801-946-687,3-2,0,0,0,0,none,domain_external_active,true
075-941-801-946-687,3-3,0,0,0,0,none,domain_external_active,true
075-941-801-946-687,4-1,0,0,0,0,none,domain_external_active,true
075-941-801-946-687,4-2,0,0,0,0,none,domain_external_active,true
075-941-801-946-687,4-3,0,0,0,0,none,domain_external_active,true
